domain,category,risk,status,reported_by,notes,added_at,added_by
opticagalerias.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
optimahomesolutions.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
optimal-policy.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
opungwin.net,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
oqtonai.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
oraisoh.xyz,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
oramaglobalint.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orangdalamdado88.xyz,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orangestudents.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orangtua88.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orca128.info,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orca128a.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orca128b.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orca128go.id,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orca128new.id,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orchideeen.net,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
order.hotingmn.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
order.justthaiofficial.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
order.mayfumiami.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
order.menyamusashitogo.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
order.tokyoexpressrestaurant.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orderoftheoyster.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orderridgelypizza.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
ordertaco.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
oregon-pools.com,Togel,Tinggi,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
oregonlottery.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
oregonlottery.live,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
oregonlottery.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
oregonstaterowingcamps.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
organicmilkcorp.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
organicnationspirits.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgiblitarkota.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgicirebonkota.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgigarutkab.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgijantho.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgikabacehbaratdaya.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgikabacehjaya.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgikabkarangasem.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgikabminahasaselatan.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgikabrejanglebong.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgikabserdangbedagai.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgikabsidoarjo.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgikabsumedang.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgikabtulangbawang.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgikotaandolo.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgikotabatang.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgikotabojonegoro.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgikotabontosunggu.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgikotaciruas.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgikotagresik.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgikotajailolo.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgikotajember.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgikotajombang.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgikotakajen.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgikotakaranganyar.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgikotakobakma.pages.dev,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgikotakolaka.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgikotakraksaan.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgikotakudus.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgikotalubukpakam.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgikotamarisa.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgikotamukomuko.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgikotamukomuko.pages.dev,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgikotapacitan.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgikotapasarwajo.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgikotapurwodadi.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgikotarenggalek.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgikotasampang.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgikotasengeti.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgikotasiaksriinderapura.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgikotasidikalang.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgikotasingkil.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgikotasoreang.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgikotasukamakmue.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgikotasukoharjo.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgikotatiom.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgikotatoboali.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgikuduskota.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgilabuhanbatuutara.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgilamongankota.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgimalangkab.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgipaniaikab.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgipccibinong.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgipckabpati.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgipckotalamongan.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgipemkotegal.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgipenajampaserutara.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgipenukalabablematangilir.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgiprovjakarta.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgipulaualor.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgipulaumarore.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgipurukcahu.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgisingaraja.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgisipirok.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orgisukamara.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
oriental.kopivietnam.xyz,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orientkitchen.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
origin.standup2cancer.ca,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
originaljpk.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
originalpackwoods.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
originalpizzaindianshores.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
originarticles.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
originblogs.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orihhc.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orikartuqq.com,Poker,Tinggi,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
oriolesoutsider.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orisbet421.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orisbetapp.online,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orjinbaby.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orkun-hokiemas88.fit,Togel,Tinggi,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orkun-hokiemas88.store,Togel,Tinggi,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orl.co.uk,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orlando4d.com,Togel,Tinggi,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orlandolimofinder.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orlandolotto.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orlandopools.co,Togel,Tinggi,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orlandopools.us,Togel,Tinggi,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orlandositalianrestaurant.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
ornamentsforsale.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orovalleyrealestateandhomes.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orphan.uk.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
orphandrugssummit.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
oryennetwork.io,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
osaccelerate.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
osaka-lottery.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
osaka-pools4d.com,Togel,Tinggi,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
osaka-senior.net,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
osaka4dpools.com,Togel,Tinggi,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
osaka88.vip,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
osaka88amp.site,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
osaka88nn.site,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
osaka88slot.org,Slot,Tinggi,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
osakajppools.com,Togel,Tinggi,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
osakapools.asia,Togel,Tinggi,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
osakapools.com,Togel,Tinggi,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
osakaprize.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
osakatoto4d.com,Togel,Tinggi,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
osasunalottery.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
oscargodson.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
oscartogelgacor.com,Slot,Tinggi,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
osg888f.top,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
osg888g.click,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
osg888q.top,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
oshomeditationstudio.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
oshoro.net,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
oslo4d.com,Togel,Tinggi,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
oslolotto.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
oslopools.org,Togel,Tinggi,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
oslopools4d.com,Togel,Tinggi,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
oslopoolstoday.com,Togel,Tinggi,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
osototo.dev,Togel,Tinggi,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
osototopod.sbs,Togel,Tinggi,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
osototoup.sbs,Togel,Tinggi,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
ossass-stories.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
osservatoriosuldoposisma.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
osteocom.it,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
osterserviciomacrocentro.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
ostervisi.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
osym2016.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
otakatik.xyz,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
otakrtp.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
otameshi-cosme.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
otello-shadow.xyz,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
othea.net,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
othersideonmain.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
otlavia.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
otobusal.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
otomatis.vip,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
otomotify.id,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
otoszablony.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
otpsoft.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
ottawa-lottery.net,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
ottawa-lottery.store,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
ottawapools.com,Togel,Tinggi,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
otwsakura.site,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
otwspokane.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
oulunfrisbeeseura.net,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
oupaksoc.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
ourbusinessnews.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
ourhimalayas.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
ourimagekit.space,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
ourladyoflightmonastery.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
ournativebees.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
ourroster.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
outcrytour.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
outdorsio.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
outflow.capital,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
outhearter.jp.net,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
outlandisher.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
outletvestidosfiesta.es,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
overseasartistsrecordings.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
overseasartistsrecordings.sundaymarket.pro,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
overseaskpo.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
oviedopestcontrolfl.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
ovisaff4.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
ovivogame.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
ovo.arenawin88slot.cc,Slot,Tinggi,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
ovo288jp.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
ovo288spin.com,Slot,Tinggi,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
ovo33room.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
ovo777jaya.club,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
ovo777jaya.vip,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
ovo88.twinkel.store,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
ovobet288.homes,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
ovobet288.shop,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
ovobet288f.site,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
ovobet288x.top,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
ovoslotdua.top,Slot,Tinggi,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
ovoslotqq.shop,Slot,Tinggi,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
owa.zengaentertainment.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
owlshollowfarm.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
oxcloseschool.net,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
oxford-apollo.co.uk,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
oxford-lottery.com,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
oxford-pools.com,Togel,Tinggi,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
oxfordpsychologicalmedicine.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
oxfordtomorrow.org,Lainnya,Sedang,Aktif,Dataset Riset Cybersecurity JUDAS,,2026-07-12T09:21:03Z,user
